Barbados	Country
Bavaria	Country
Belarus	Country
Belgium	Country
Belize	Country
Benin (Dahomey)	Country
Bolivia	Country
Bosnia and Herzegovina	Country
Botswana	Country
Brazil	Country
Brunei	Country
Brunswick and Lüneburg	Country
Bulgaria	Country
Burkina Faso (Upper Volta)	Country
Burma	Country
Burundi	Country
Cabo Verde	Country
Cambodia	Country
Cameroon	Country
Canada	Country
Cayman Islands	Country
Central African Republic	Country
Central American Federation	Country
Chad	Country
Chile	Country
China	Country
Colombia	Country
Comoros	Country
Congo Free State	Country
Costa Rica	Country
Cote d’Ivoire (Ivory Coast)	Country
Croatia	Country
Cuba	Country
Cyprus	Country
Czechia	Country
Czechoslovakia	Country
Democratic Republic of the Congo	Country
Denmark	Country
Djibouti	Country
Dominica	Country
Dominican Republic	Country
Duchy of Parma	Country
East Germany (German Democratic Republic)	Country
Ecuador	Country
Egypt	Country
El Salvador	Country
Equatorial Guinea	Country
Eritrea	Country
Estonia	Country
Eswatini	Country
Ethiopia	Country
Federal Government of Germany (1848-49)	Country
Fiji	Country
Finland	Country
France	Country
Gabon	Country
Gambia	Country
Georgia	Country
Germany	Country
Ghana	Country
Grand Duchy of Tuscany	Country
Greece	Country
Grenada	Country
Guatemala	Country
Guinea	Country
Guinea-Bissau	Country
Guyana	Country
Haiti	Country
Hanover	Country
Hanseatic Republics	Country
Hawaii	Country
Hesse	Country
Holy See	Country
Honduras	Country
Hungary	Country
Iceland	Country
India	Country
Indonesia	Country
Iran	Country
Iraq	Country
Ireland	Country
Israel	Country
Italy	Country
Jamaica	Country
Japan	Country
Jordan	Country
Kazakhstan	Country
Kenya	Country
Kingdom of Serbia/Yugoslavia	Country
Kiribati	Country
Korea	Country
Kosovo	Country
Kuwait	Country
Kyrgyzstan	Country
Laos	Country
Latvia	Country
Lebanon	Country
Lesotho	Country
Lew Chew (Loochoo)	Country
Liberia	Country
Libya	Country
Liechtenstein	Country
Lithuania	Country
Luxembourg	Country
Madagascar	Country
Malawi	Country
Malaysia	Country
Maldives	Country
Mali	Country
Malta	Country
Marshall Islands	Country
Mauritania	Country
Mauritius	Country
Mecklenburg-Schwerin	Country
Mecklenburg-Strelitz	Country
Mexico	Country
Micronesia	Country
Moldova	Country
Monaco	Country
Mongolia	Country
Montenegro	Country
Morocco	Country
Mozambique	Country
Namibia	Country
Nassau	Country
Nauru	Country
Nepal	Country
Netherlands	Country
New Zealand	Country
Nicaragua	Country
Niger	Country
Nigeria	Country
North German Confederation	Country
North German Union	Country
North Macedonia	Country
Norway	Country
Oldenburg	Country
Oman	Country
Orange Free State	Country
Pakistan	Country
Palau	Country
Panama	Country
Papal States	Country
Papua New Guinea	Country
Paraguay	Country
Peru	Country
Philippines	Country
Piedmont-Sardinia	Country
Poland	Country
Portugal	Country
Qatar	Country
Republic of Genoa	Country
Republic of Korea (South Korea)	Country
Republic of the Congo	Country
Romania	Country
Russia	Country
Rwanda	Country
Saint Kitts and Nevis	Country
Saint Lucia	Country
Saint Vincent and the Grenadines	Country
Samoa	Country
San Marino	Country
Sao Tome and Principe	Country
Saudi Arabia	Country
Schaumburg-Lippe	Country
Senegal	Country
Serbia	Country
Seychelles	Country
Sierra Leone	Country
Singapore	Country
Slovakia	Country
Slovenia	Country
Solomon Islands	Country
Somalia	Country
South Africa	Country
South Sudan	Country
Spain	Country
Sri Lanka	Country
Sudan	Country
Suriname	Country
Sweden	Country
Switzerland	Country
Syria	Country
Tajikistan	Country
Tanzania	Country
Texas	Country
Thailand	Country
Timor-Leste	Country
Togo	Country
Tonga	Country
Trinidad and Tobago	Country
Tunisia	Country
Turkey	Country
Turkmenistan	Country
Tuvalu	Country
Two Sicilies	Country
Uganda	Country
Ukraine	Country
Union of Soviet Socialist Republics	Country
United Arab Emirates	Country
United Kingdom	Country
Uruguay	Country
Uzbekistan	Country
Vanuatu	Country
Venezuela	Country
Vietnam	Country
Württemberg	Country
Yemen	Country
Zambia	Country
Zimbabwe	Country
1 Kislev	Object
1. FC Köln	Object
1. FSV Mainz 05	Object
10 Kislev	Object
100 years of women in transport campaign	Object
100th Anniversary of the Independence of Albania	Object
102 Incheon Tower	Object
11 Nissan	Object
12-13 Tammuz	Object
140th Year Anniversary Celebration of the Emancipation Proclamation	Object
1600 Pennsylvania Avenue (musical)	Object
19 Kislev	Object
1907 in New Zealand	Object
1913 Sligo Dock strike	Object
1934 Centenary of Melbourne	Object
1965)	Object
1981 Handsworth riots	Object
1983–84 British Home Championship	Object
1991 in Malaysia	Object
1992 in Malaysia	Object
1993 in Malaysia	Object
1994 in Malaysia	Object
1995 in Malaysia	Object
1996 in Malaysia	Object
1997 in Malaysia	Object
1998 in Malaysia	Object
1999 in Malaysia	Object
1QBit	Object
1st Valley Bank	Object
2. Oberliga Süd	Object
2000 in Malaysia	Object
2001 in Malaysia	Object
2001: A Space Odyssey (film)	Object
2002 in Malaysia	Object
2003 in Malaysia	Object
2004 PDC World Darts Championship	Object
2004 in Malaysia	Object
2005 NCAA Division I Women's Volleyball Tournament	Object
2005 in Malaysia	Object
2005–06 Wigan Athletic F.C. season	Object
2006 in Malaysia	Object
2006–07 Bolton Wanderers F.C. season	Object
2006–07 Reading F.C. season	Object
2007 Claxton Shield	Object
2007 Langerado Music Festival	Object
2007 in Malaysia	Object
2007–08 Chelsea F.C. season	Object
2007–08 Manchester City F.C. season	Object
2007–08 Süper Lig	Object
2007–08 Wigan Athletic F.C. season	Object
2008 National Year of Reading	Object
2008 in Malaysia	Object
2008–09 Arsenal F.C. season	Object
2008–09 Manchester City F.C. season	Object
2009 Claxton Shield	Object
2009 in Malaysia	Object
2009–10 Arsenal F.C. season	Object
2010 Arctic Winter Games	Object
2010–11 Arsenal F.C. season	Object
2010–11 Birmingham City F.C. season	Object
2011 in Malaysia	Object
2011–12 Austrian Football Championship	Object
2011–12 Chelsea F.C. season	Object
2012 Arctic Winter Games	Object
2012–13 Arsenal F.C. season	Object
2012–13 Chelsea F.C. season	Object
2012–13 Reading F.C. season	Object
2013 in Malaysia	Object
2013–14 Arsenal F.C. season	Object
2013–14 Cardiff City F.C. season	Object
2013–14 Chelsea F.C. season	Object
2014 Arctic Winter Games	Object
2014–15 Chelsea F.C. season	Object
2014–15 Southampton F.C. season	Object
2015–16 Southampton F.C. season	Object
2017 in Malaysia	Object
22 Shvat	Object
3 Skypephone Series	Object
30 Minutes or Less	Object
300th anniversary of the Romanov dynasty	Object
3Dconnexion	Object
420 (cannabis culture)	Object
45 Minutes from Hollywood	Object
46 Long	Object
50 Lions	Object
55DSL	Object
60th Anniversary Celebrations of Bhumibol Adulyadej's Accession	Object
8 Days of Christmas (song)	Object
84 Lumber	Object
A Breach of Silence	Object
A Chump at Oxford	Object
A Clockwork Orange (film)	Object
A Few Good Men	Object
A Foozle at the Tee Party	Object
A Gasoline Wedding	Object
A Good Woman (novel)	Object
A Hit Is a Hit	Object
A Jazzed Honeymoon	Object
A Lad an' a Lamp	Object
A Man About Town	Object
A Mixup for Mazie	Object
A Moveable Feast	Object
A Party with Betty Comden and Adolph Green	Object
A Perfect Stranger	Object
A Pleasant Journey	Object
A Quiet Street	Object
A Sailor-Made Man	Object
A Sammy in Siberia	Object
A Series of Unfortunate Events (TV series)	Object
A Summer Tale	Object
A Tough Winter	Object
A War	Object
A World At War	Object
A. A. Turki Group	Object
A. C. Green	Object
A. J. Bramlett	Object
A. J. Hammons	Object
A. N. R. Robinson	Object
A. W. Davis	Object
A.I. Artificial Intelligence	Object
ACD Ciudad de Cáceres	Object
ACD San Marcial	Object
ACT Music	Object
AD Adra	Object
AD Almería	Object
AD Cartaya	Object
AD Casar de Cáceres	Object
AD Cerro de Reyes	Object
AD Ceutí Atlético	Object
AD Colmenar Viejo	Object
AD El Pardo	Object
AD Fundación Logroñés	Object
AD Guíxols	Object
AD Huracán	Object
AD Las Palas	Object
AD Orcasitas	Object
AD Parla	Object
AD Sabiñánigo	Object
AD Sagardía	Object
AD Sagrada Cena	Object
AD Sala 10	Object
AD San Juan	Object
AD Super Sego FS	Object
AD Torpedo 66	Object
AD Torrejón CF	Object
AD Torrejón CF (women)	Object
AD Unión Adarve	Object
AD Villaviciosa de Odón	Object
ADESS AG	Object
AE Prat	Object
AEC Manlleu	Object
AECOM	Object
AED Oil	Object
AF Calahorra	Object
AHT Cooling Systems	Object
AMVJ Basketball	Object
ANGEL Learning	Object
ANSCOR	Object
ANUIES	Object
APEV	Object
ARCOS LLC	Object
ARGO-HYTOS	Object
ASmallWorld	Object
AT&T Alascom	Object
ATKV	Object
AXYKno	Object
AZ Electronic Materials	Object
Aadi Perukku	Object
Aalbek (Hemmelsdorfer See)	Object
Aaric Murray	Object
Aaron Anderson (basketball)	Object
Aaron Cel	Object
Aaron Gordon	Object
Aaron Gray	Object
Aaron Harper (basketball)	Object
Aaron James (basketball)	Object
Aaron Jones (basketball)	Object
Aaron McGhee	Object
Aaron Osmond	Object
Aaron White (basketball)	Object
Aaron Williams (basketball)	Object
Aaron Xuereb	Object
Ab-Zohr	Object
Abaca Festival	Object
Abacost	Object
Aban (month)	Object
Abatte Barihun	Object
Abcdin	Object
Abdel Bouckar	Object
Abdel Kader Sylla	Object
Abdirahman Farole	Object
Abdou Badji	Object
Abdoulaye Loum	Object
Abdul Jeelani	Object
Abdul Shamsid-Deen	Object
Abdul-Malik Abu	Object
Abdulwahab Al-Hamwi	Object
Aberdeen Asset Management	Object
Aberri Eguna	Object
Abkhazia	Object
About Face (1942 film)	Object
Abraham (aircraft manufacturer)	Object
Abraham III of Armenia	Object
Academia Rossica	Object
Academia San José	Object
Access to Information Day	Object
Accession Day (Jammu and Kashmir)	Object
Accident (novel)	Object
Ace Communication Group	Object
Achille Polonara	Object
Acid erosion	Object
Acie Earl	Object
Acorn Records	Object
Act Zluky	Object
Adae Festival	Object
Adae Kese Festival	Object
Adam Chubb	Object
Adam Hess	Object
Adam Hrycaniuk	Object
Adam Keefe (basketball)	Object
Adam Kemp	Object
Adam Koch	Object
Adam Morrison	Object
Adam Parada	Object
Adam Taubitz	Object
Adam Wójcik	Object
Adam Łapeta	Object
Adar	Object
Adarrial Smylie	Object
Addtech	Object
Adecco Group	Object
Adeline Hayden Coffin	Object
Adem Ören	Object
Ademola Okulaja	Object
Adin Vrabac	Object
Adinotec	Object
Aditi Technologies	Object
Adloyada	Object
Administrative Professionals' Day	Object
Adnan Hodžić	Object
Adolf Anderssen	Object
Adolf Klein	Object
Adolph Zukor	Object
Adonal Foyle	Object
Adreian Payne	Object
Adrian Branch	Object
Adrian Caldwell	Object
Adrian Ciantar	Object
Adrian Mifsud	Object
Adrian Moss (basketball, born 1981)	Object
Adrian Pulis	Object
Adrien Moerman	Object
Adris grupa	Object
Adrián Zamora	Object
Advent Sunday	Object
Adventure SA	Object
Adventureland (film)	Object
Adzuna	Object
Adélie Land	Object
Aerick Sanders	Object
Aeroexpresos Ejecutivos, C.A.	Object
Aeroflot	Object
Aerolíneas Argentinas	Object
Aeroméxico	Object
Aeroméxico Connect	Object
Aeroméxico Travel	Object
Aesthetica Short Film Festival	Object
Af banen	Object
Affton High School	Object
Afghan Independence Day	Object
Afghan wedding	Object
Afghanistan	Object
Africa Day	Object
Africa Oyé	Object
African Liberation Day	Object
African-American Music Appreciation Month	Object
Afro-Colombian Day	Object
After the Wedding	Object
AgD Ceuta	Object
Agate Studio	Object
Agila Social and Economic Carnival	Object
Agonalia	Object
Agrahayana	Object
Agrasen Jayanti	Object
Agricultural Bank of Iceland	Object
Ahali group	Object
Ahmad Ibrahim (basketball)	Object
Ahmad Nivins	Object
Ahmed Aboutaleb	Object
Ahmet Düverioğlu	Object
Ahmet Hamdi Tanpınar	Object
Ai Weiwei: The Fake Case	Object
Aida (musical)	Object
Aidin Nikkhah Bahrami	Object
Ainol	Object
Ainoshima (Shingū)	Object
Air Europa	Object
Air Force Day (Pakistan)	Object
Air France	Object
Airborne March	Object
Airbus Group, Inc.	Object
Airdrome Aeroplanes	Object
Airgas	Object
Ajmer Military School	Object
Ajou Deng	Object
Aka Island	Object
Akademiet Norge	Object
Akbar Tandjung	Object
Akil Mitchell	Object
Akin Akingbala	Object
Akita Kantō	Object
Akrotiri and Dhekelia	Object
Akshaya Tritiya	Object
Akusekijima	Object
Akwasidae Festival	Object
Al Ahly (basketball)	Object
Al Beard	Object
Al Bilad Bank	Object
Al Carlson (basketball)	Object
Al Fleming (basketball)	Object
Al Harrington	Object
Al Henry	Object
Al Horford	Object
Al Jefferson	Object
Al Miksis	Object
Al Salvadori	Object
Al Sanders (basketball)	Object
Al Thornton	Object
Al Tucker	Object
Al-Amanah Islamic Bank	Object
Al-Farouq Aminu	Object
Al-Futtaim Group	Object
Alaa Abdelnaby	Object
Alabama	Object
Alabama Day	Object
Alade Aminu	Object
Alain Koffi	Object
Alain Noury	Object
Alamo Heights High School	Object
Alan Henderson	Object
Alan Ogg	Object
Alan Shepard	Object
Alan Silva	Object
Alan Williams (basketball)	Object
Alaska	Object
Alaska Day	Object
Alaska Folk Festival	Object
Alaverdoba	Object
Alba (brand)	Object
Albacete Balompié B	Object
Albanian First Division	Object
Albanian Flag Day	Object
Albanian Second Division	Object
Albanian Superliga	Object
Albanian Third Division	Object
Albariño	Object
Albert Burditt	Object
Albert Miralles	Object
Alberto Corbacho	Object
Albi Alla	Object
Albéric O'Kelly de Galway	Object
Alcañiz CF	Object
Alcobendas CF	Object
Aldersgate Day	Object
Alderwasley Hall School	Object
Alec Brown	Object
Alec Kessler	Object
Alec Peters (basketball)	Object
Alekos Petroulas	Object
Aleks Marić	Object
Aleksa Popović	Object
Aleksandar Andrejević (basketball)	Object
Aleksandar Kalanj	Object
Aleksandar Marelja	Object
Aleksandar Mitrović (basketball)	Object
Aleksandar Nađfeji	Object
Aleksandar Pavlović	Object
Aleksandar Petrović (basketball, born 1987)	Object
Aleksandar Radojević	Object
Aleksandar Radukić	Object
Aleksandar Radulović	Object
Aleksandar Vezenkov	Object
Aleksandar Yanev	Object
Aleksandar Čubrilo	Object
Aleksandar Šterjov	Object
Aleksander Arulaid	Object
Aleksandr Aleksandrovich Volkov	Object
Aleksandr Fedorovsky	Object
Aleksandr Ivanchenkov	Object
Aleksandr Kaleri	Object
Aleksandr Kozlov (basketball)	Object
Aleksandr Laveykin	Object
Aleksandr Lazutkin	Object
Aleksandr Nikolayevich Balandin	Object
Aleksandr Paramonov	Object
Aleksandr Pavlovich Aleksandrov	Object
Aleksandr Pletnev	Object
Aleksandr Poleshchuk	Object
Aleksandr Samokutyayev	Object
Aleksandr Samsonov	Object
Aleksandr Serebrov	Object
Aleksandr Skvortsov (cosmonaut)	Object
Aleksandr Solzhenitsyn	Object
Aleksandr Viktorenko	Object
Aleksei Gubarev	Object
Aleksei Yeliseyev	Object
Aleksey Kudryavtsev	Object
Aleksey Ovchinin	Object
Alen Omić	Object
AlertMe	Object
Alessandro Frosini	Object
Alessandro Gentile	Object
Alessandro Salvio	Object
Alessandro Tonolli	Object
Alex Chubrevich	Object
Alex Crisano	Object
Alex English	Object
Alex Galindo	Object
Alex Groza	Object
Alex Hannum	Object
Alex Jensen	Object
Alex King (basketball)	Object
Alex Kirk	Object
Alex Len	Object
Alex Liatsos	Object
Alex Murphy (basketball)	Object
Alex Muscat	Object
Alex Oriakhi	Object
Alex Poythress	Object
Alex Stepheson	Object
Alex Stivrins	Object
Alex Tyus	Object
Alexander Belov	Object
Alexander Johnson	Object
Alexander Koblencs	Object
Alexander Kühl	Object
Alexander Lastin	Object
Alexander Lokhmanchuk	Object
Alexander Meissner	Object
Alexander Misurkin	Object
Alexander Nelcha	Object
Alexander Tolush	Object
Alexander Volkov (basketball)	Object
Alexander Zaitsev (chess player)	Object
Alexander Zakharov (basketball)	Object
Alexandra Patskevich	Object
Alexandre Deschapelles	Object
Alexandrian Rite	Object
Alexandros Sigkounas	Object
Alexandros Varitimiadis	Object
Alexey Vyzmanavin	Object
Alexey Zinovyev	Object
Alexis Ajinça	Object
Alexis Conran	Object
Alexis Wangmene	Object
Alfa Diallo	Object
Alfa Pastry	Object
Alfons Alzamora	Object
Alfonso Reyes (basketball)	Object
Alfred Aboya	Object
Alfred Halm	Object
Alfred Hunt (politician)	Object
Alfred Kleiner	Object
Algernon Sydney Sullivan Foundation	Object
Alhaurín de la Torre CF	Object
Ali Demić	Object
Ali Doraghi	Object
Ali Fakhreddine	Object
Ali Fallahian	Object
Ali Haidar (basketball)	Object
Ali Jamal Zaghab	Object
Ali Traoré	Object
Alicante CF	Object
Alicante CF B	Object
Alice Comedies	Object
Alice Munro	Object
Alice Tissot	Object
Aligoté	Object
Alimentos Polar	Object
Alison Bales	Object
Alison Owen	Object
Alitalia	Object
Alitalia CityLiner	Object
Alitalia-Linee Aeree Italiane	Object
Aliturgical days	Object
All Aboard (film)	Object
All Japan Ice hockey Championship	Object
All Saints Church, Waldershare	Object
All Saints' Day	Object
All Souls' Day	Object
All the Right Moves (film)	Object
Alla Grebennikova	Object
Alla Shishkina	Object
Allakhazam	Object
Allambie Reception Centre	Object
Allan Bristow	Object
Allen & Overy	Object
Allen Lane	Object
Allianz	Object
Allied Banking Corporation	Object
Allied Carpets	Object
Allied Military Government for Occupied Territories	Object
Allnex	Object
Almaty	Object
Almeida Garrett Library	Object
Almonds	Object
Along Came Auntie	Object
Alonzo Mourning	Object
Alpha Kaba	Object
Alpha Secondary School	Object
Alphawest	Object
Alster	Object
Alte Schwentine	Object
Altiris	Object
Alton Ford	Object
Alton Lister	Object
Alvan Adams	Object
Alvin Jones	Object
Alvin Scott	Object
Alvirne High School	Object
Alysson Paradis	Object
Amal McCaskill	Object
Amalaka Ekadashi	Object
Amami Islands	Object
Amami Ōshima	Object
Amar'e Stoudemire	Object
Amara Sy	Object
Amatérská Cave	Object
Amazing Grace (novel)	Object
Ambarvalia	Object
Ambedkar Jayanti	Object
Ambrosian Rite	Object
Ambubachi Mela	Object
Amburbium	Object
Amer Sports	Object
AmeriCU Credit Union	Object
America's Got Talent (season 10)	Object
American Academy of Arts and Sciences	Object
American Academy of Pediatrics	Object
American Association of Physician Specialists	Object
American Business Women's Day	Object
American Civil War Centennial	Object
American College of Osteopathic Family Physicians	Object
American Family Day	Object
American Heart Month	Object
American Medical Student Association	Object
American Popular Revolutionary Alliance	Object
American Sports Holiday	Object
American Ultra	Object
Amerindian Heritage Month (Guyana)	Object
Ametek	Object
Amherst Central High School	Object
Amiando	Object
Amida Brimah	Object
Amile Jefferson	Object
Amir Johnson	Object
Amir Sedighi	Object
Amit Tamir	Object
Amjyot Singh	Object
Amnesty International Australia	Object
Among Those Present	Object
Amordadegan festival	Object
Amphidromia	Object
Amsterdam	Object
Amurrio Club	Object
Amy Acker	Object
Amy Ried	Object
An Abundance of Katherines	Object
An Eastern Westerner	Object
An Leabhar Mòr	Object
An Ozark Romance	Object
Anant Chaturdashi	Object
Anas Osama Mahmoud	Object
Anastasia Chaun	Object
Anastasia Davydova	Object
Anastasia Diodorova	Object
Anastasia Gloushkov	Object
Anastasios Triantafyllou	Object
Anatoli Ivanishin	Object
Anatoli Levchenko	Object
Anatoly Artsebarsky	Object
Anatoly Berezovoy	Object
Anatoly Filipchenko	Object
Anatoly Kashirov	Object
Anatoly Lutikov	Object
Anatoly Solovyev	Object
Ancient and Primitive Rite	Object
Ancus Marcius	Object
Andbank	Object
Anderson Varejão	Object
Andorra	Object
Andrae Patterson	Object
Andray Blatche	Object
Andre Brown (basketball)	Object
Andre Drummond	Object
Andre Hutson	Object
Andre Moore	Object
Andre Patterson	Object
Andre Riddick	Object
Andre Smith (basketball, born 1985)	Object
Andrea Bargnani	Object
Andrea Conti (basketball)	Object
Andrea Crosariol	Object
Andrea Habay	Object
Andrea Meneghin	Object
Andrea Renzi (basketball)	Object
Andreas Bouchalakis	Object
Andreas Glyniadakis	Object
Andreas Kanonidis	Object
Andreas Musalus	Object
Andreas Pelekoudas	Object
Andreas Ritzos	Object
Andreas Schreiber	Object
Andrei Agius	Object
Andrei Borisenko	Object
Andrei Fetisov	Object
Andrei Kirilenko	Object
Andrejs Gražulis	Object
Andrejs Šeļakovs	Object
Andrew Betts	Object
Andrew Bogut	Object
Andrew Bynum	Object
Andrew Cohen (footballer)	Object
Andrew DeClercq	Object
Andrew Fields	Object
Andrew Kennedy (basketball)	Object
Andrew Lang (basketball)	Object
Andrew McCollum	Object
Andrew Nicholson (basketball)	Object
Andrew Smith (basketball)	Object
Andrew Sullivan (basketball)	Object
Andrew Vlahov	Object
Andrew Wiggins	Object
Andrey Desyatnikov	Object
Andrey Dunayev	Object
Andrey Krylov (swimmer born 1984)	Object
Andrey Zubkov	Object
Andrianos Perdikaris	Object
Andrija Bojić	Object
Andrija Simović	Object
Andrija Stipanović	Object
Andrija Žižić	Object
Andris Biedriņš	Object
Andrius Jurkūnas	Object
Andrius Šležas	Object
Andriy Malysh	Object
Andriyan Nikolayev	Object
Andro Knego	Object
Andronikos Gizogiannis	Object
André Fouché	Object
André Lefaur	Object
André Roberson	Object
André Schembri	Object
Andrés Guibert	Object
Andrés Nocioni	Object
Andy Lau	Object
Andy Ogide	Object
Andy Panko	Object
Andy Seigle	Object
Andés CF	Object
Angam Day	Object
Angarki Sankashti Chaturthi	Object
Angela Merkel	Object
Angelini	Object
Angelique Morgan	Object
Angelo Caloiaro	Object
Angelo Gigli	Object
Angelo Reyes (basketball)	Object
Angelos Akotantos	Object
Angelos Siamandouras	Object
Angola Telecom	Object
Angora Love	Object
Aniche Mining Company	Object
Anisya Olkhova	Object
Anja Juliette Laval	Object
Anjouan	Object
Ankai	Object
Anna Jurczyńska	Object
Anna Kikina	Object
Anna Nova	Object
Anna Prins	Object
Annapolis Valley Apple Blossom Festival	Object
Annaprashana	Object
Anne Hidalgo	Object
Annette Schwarz	Object
Anniversary Trouble	Object
Annual Customs of Dahomey	Object
Annunciation	Object
Anorectic Behavior Observation Scale	Object
Anorexia (symptom)	Object
Anorexia mirabilis	Object
Anorexia nervosa (differential diagnoses)	Object
Another Fine Mess	Object
Another Wild Idea	Object
Ansley Truitt	Object
Ansu Sesay	Object
Antanas Kavaliauskas	Object
Antawn Jamison	Object
Ante Grgurević	Object
Ante Krapić	Object
Ante Mašić	Object
Ante Tomić (basketball)	Object
Ante Đugum	Object
Ante Žižić	Object
Antequera CF	Object
Anthony Avent	Object
Anthony Bennett (basketball)	Object
Anthony Bonner	Object
Anthony Brown (basketball)	Object
Anthony Cook (basketball)	Object
Anthony Davis (basketball)	Object
Anthony Fernandez	Object
Anthony Frederick	Object
Anthony Gill (basketball)	Object
Anthony Mason (basketball)	Object
Anthony Miller (basketball)	Object
Anthony Myles (basketball, born 1982)	Object
Anthony Pelle	Object
Anthony Pérez (basketball)	Object
Anthony Quinn	Object
Anthony Randolph	Object
Anthony Stover	Object
Anthony Tolliver	Object
Anthony Tucker	Object
Anthony Vroblicky	Object
Anti-Assassins	Object
Anti-Bullying Day	Object
Anti-Fascist Struggle Day	Object
Antichrist (film)	Object
Antigua Carnival	Object
Antiguoko	Object
Antis (dog)	Object
Antoine Carr	Object
Antoine Joseph	Object
Antoine Rigaudeau	Object
Antoine Walker	Object
Antoine Wright (basketball)	Object
Antoine Zahra (footballer, born 1977)	Object
Antoine Zahra (footballer, born 1981)	Object
Anton Chupkov	Object
Anton Kazarnovski	Object
Anton Mauve	Object
Anton Odabasi	Object
Anton Shkaplerov	Object
Anton Shoutvin	Object
Antonia Ivanova	Object
Antonio Campbell	Object
Antonio Davis	Object
Antonio Granger	Object
Antonio Harvey	Object
Antonio Lang	Object
Antonio Latimer	Object
Antonio McDyess	Object
Antonio Meeking	Object
Antonios Asimakopoulos	Object
Antonis Bourselis	Object
Antonis Fotsis	Object
Antonis Michaloglou	Object
Antti Nikkilä	Object
Antwain Smith	Object
Antywane Robinson	Object
Anwar Ferguson	Object
Any Old Port!	Object
Anzac Day	Object
Anžejs Pasečņiks	Object
Apelles of Heraklion	Object
Apocalypse Now Redux	Object
Apparel 2000	Object
Apple Day	Object
Appollo (dog)	Object
April	Object
April Fools' Day	Object
Aprilis	Object
Apulum (company)	Object
Apurtuarte Club	Object
Arab Bank	Object
Arab Revolt	Object
Arab Socialist Movement	Object
Aramis Naglić	Object
Arandina CF	Object
Arattupuzha Pooram	Object
Arba'een	Object
Arbor Day	Object
Arbor Day (film)	Object
Archaeology South-East	Object
Archant	Object
Archbishop Bergan High School	Object
Archbishop of Erbil	Object
Archie Dees	Object
Arctech Helsinki Shipyard	Object
Arctic Circle Restaurants	Object
Arctic Winter Games	Object
Ardee Baroque Festival	Object
Ardex GmbH	Object
Are Crooks Dishonest%3F	Object
Arenas CD	Object
Argiris Kambouris	Object
Argiris Papapetrou	Object
Argyro Strataki	Object
Arifana	Object
Arijan Komazec	Object
Arinze Onuaku	Object
Ario Costa	Object
Arion Bank	Object
Aristeidis Stergiadis	Object
Ariston Thermo	Object
Arizona	Object
Arkansas	Object
Arlette Poirier	Object
Armacell	Object
Arman Zangeneh	Object
Armed Forces Day (Bangladesh)	Object
Armed Forces Day (Poland)	Object
Armed Forces Day (South Korea)	Object
Armed Forces Day (United Kingdom)	Object
Armelle	Object
Armen Gilliam	Object
Armenia	Object
